GeoFIPS,GeoName,Region,ComponentId,ComponentName,Line,Description,2012,2013,2014,2015,2016
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,43557,44486,45970,47422,48972
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,13507,13781,14203,14410,14581
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,4540,4717,4862,5027,5113
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1398,1477,1533,1589,1612
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,1038,1061,1095,1139,1163
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,1213,1258,1289,1311,1326
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,890,921,945,987,1012
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,8967,9064,9340,9383,9468
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,3017,3038,3139,3159,3160
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,1493,1503,1533,1550,1555
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,1223,1199,1144,885,772
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,3234,3324,3524,3789,3981
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,30050,30705,31767,33012,34391
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),27827,28394,29415,30557,31764
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,8734,8869,9154,9494,9846
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,6139,6268,6444,6733,7007
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,1558,1628,1679,1696,1741
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1824,1875,1888,1912,1968
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,1995,2054,2141,2210,2302
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,3084,3200,3413,3617,3745
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,4493,4501,4696,4895,5155
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),2223,2310,2353,2455,2627
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,6140,6320,6478,6758,7091
34000,New Jersey,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,3917,4010,4125,4303,4465
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,31912,32558,33838,34717,35699
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,11587,11876,12175,12300,12410
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,3310,3439,3554,3721,3776
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1231,1297,1358,1436,1440
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,721,739,764,788,792
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,817,842,855,894,923
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,542,561,577,604,621
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,8276,8438,8622,8578,8634
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,2570,2581,2641,2695,2716
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,811,823,847,864,888
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,1670,1663,1621,1350,1198
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,3225,3370,3512,3669,3831
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,20325,20682,21663,22417,23289
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),19469,19802,20771,21487,22294
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,5156,5270,5463,5535,5661
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,5666,5694,6010,6251,6643
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,825,858,876,889,916
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1285,1297,1338,1397,1429
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,2075,2144,2281,2394,2481
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,2082,2152,2278,2415,2473
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,2379,2386,2527,2607,2691
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),856,880,892,930,995
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,2999,3062,3161,3332,3534
35000,New Mexico,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,2143,2182,2269,2402,2539
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,40661,41713,43735,45104,46906
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,11938,12320,12863,13026,13289
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,3332,3463,3596,3679,3780
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,915,945,990,1020,1031
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,934,967,1001,1045,1071
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,857,882,898,897,927
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,627,669,707,716,751
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,8606,8857,9268,9348,9509
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,2565,2590,2648,2675,2708
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,1701,1779,1846,1869,1888
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,896,884,857,664,581
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,3445,3603,3916,4139,4331
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,28722,29393,30871,32077,33617
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),27312,27965,29397,30532,31931
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,7419,7523,7862,8070,8325
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,6811,6994,7252,7436,7839
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,1736,1813,1936,2023,2098
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1587,1665,1757,1841,1925
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,2573,2679,2886,3044,3224
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,2919,3013,3239,3423,3544
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,4268,4278,4464,4694,4977
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),1410,1429,1474,1545,1686
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,5264,5384,5610,5758,6097
36000,New York,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,3854,3956,4136,4213,4411
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,29849,30619,31814,32740,33779
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,11398,11736,12159,12255,12470
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,3524,3726,3916,4136,4265
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1282,1347,1419,1535,1567
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,804,831,867,909,946
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,924,1007,1071,1116,1160
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,514,540,558,575,593
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,7873,8010,8243,8119,8204
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,2570,2594,2690,2721,2757
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,967,1004,1040,1063,1093
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,1373,1346,1287,951,863
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,2964,3066,3227,3384,3492
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,18452,18883,19654,20486,21310
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),18421,18841,19613,20423,21235
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,5057,5234,5438,5646,5903
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,5104,5189,5327,5502,5690
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,553,578,611,647,677
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1074,1091,1120,1161,1212
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,1962,2001,2089,2214,2312
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,2221,2260,2396,2534,2616
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,2450,2489,2631,2718,2825
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),31,42,42,63,75
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,2226,2280,2351,2430,2506
37000,North Carolina,5,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,2195,2237,2309,2367,2431
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,43825,45583,48156,48186,48225
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,17169,18009,18745,17831,17013
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,6130,6374,6597,6672,6483
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,2269,2376,2481,2489,2313
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,1337,1381,1443,1486,1444
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,1741,1800,1820,1818,1864
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,783,818,853,878,862
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,11039,11635,12148,11159,10530
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,2901,2931,3119,3115,3147
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,1353,1396,1467,1488,1487
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,3656,4040,4098,3014,2346
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,3128,3268,3465,3542,3549
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,26656,27574,29411,30355,31212
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),25366,26248,28063,28940,29722
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,5449,5757,6153,6481,6946
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,6973,7044,7373,7800,8075
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,1243,1391,1618,1606,1650
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1524,1649,1800,1725,1597
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,2671,2790,2982,2959,2811
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,3146,3220,3274,3320,3434
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,4358,4398,4863,5048,5210
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),1290,1326,1348,1416,1490
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,3629,3681,3769,3963,4110
38000,North Dakota,4,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,2339,2355,2421,2547,2620
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,33651,34379,35450,36483,37449
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,11331,11528,11696,11723,11811
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,3463,3550,3669,3791,3878
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1237,1291,1378,1439,1462
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,772,779,800,830,850
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,895,912,920,944,968
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,558,569,570,578,598
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,7868,7978,8027,7931,7933
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,2649,2692,2709,2725,2751
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,942,963,966,973,987
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,1388,1375,1322,1033,909
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,2888,2948,3030,3201,3286
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,22320,22851,23754,24760,25639
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),20891,21374,22263,23178,23952
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,5233,5318,5532,5689,5832
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,6441,6579,6829,7158,7434
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,997,1029,1100,1151,1200
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1370,1397,1453,1486,1527
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,1972,2034,2125,2258,2339
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,2299,2431,2560,2703,2791
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,2580,2585,2665,2732,2829
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),1429,1477,1491,1583,1687
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,4421,4543,4644,4886,5110
39000,Ohio,3,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,2992,3066,3154,3303,3424
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,30242,30851,32038,32513,32978
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,11125,11372,11587,11414,11365
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,3794,3903,3985,4065,4065
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1608,1684,1728,1733,1707
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,798,805,830,860,876
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,862,871,878,908,909
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,527,543,549,563,572
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,7330,7469,7602,7349,7300
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,2125,2157,2286,2311,2327
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,1009,1027,1029,1035,1046
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,1737,1770,1716,1318,1186
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,2459,2515,2571,2685,2741
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,19118,19479,20451,21100,21613
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),18839,19206,20145,20781,21219
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,4628,4707,4889,4977,5123
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,5744,5807,6078,6367,6505
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,609,613,620,628,647
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1114,1140,1158,1176,1210
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,1954,1995,2099,2205,2239
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,2404,2542,2791,2881,2896
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,2387,2402,2509,2547,2599
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),278,273,306,319,394
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,2904,2951,3070,3174,3246
40000,Oklahoma,6,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,2625,2678,2764,2855,2852
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,34440,35429,37095,38621,39742
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,11800,12158,12687,12920,13056
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,3707,3916,4110,4333,4455
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1040,1095,1155,1254,1293
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,929,983,1050,1118,1162
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,1225,1301,1349,1390,1414
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,512,536,557,572,586
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,8093,8242,8576,8587,8601
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,3151,3176,3317,3382,3359
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,1049,1079,1109,1130,1149
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,1128,1119,1059,811,716
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,2765,2868,3090,3265,3378
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,22640,23271,24409,25701,26687
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),21664,22237,23352,24585,25468
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,6763,6950,7156,7334,7511
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,5646,5772,6134,6600,6897
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,1028,1070,1134,1177,1216
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1479,1512,1592,1656,1700
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,2158,2246,2382,2578,2686
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,2207,2313,2488,2670,2750
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,2383,2374,2466,2570,2708
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),976,1034,1057,1116,1218
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),23, Gross output of nonprofit institutions,3792,3902,4032,4299,4515
41000,Oregon,8,2,Per capita personal consumption expenditures (PCE) by state (dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,2816,2867,2975,3183,3297
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),1,Personal consumption expenditures,36679,37394,38478,39626,40886
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),2, Goods,11904,12043,12183,12197,12397
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),3,  Durable goods,3838,3949,4032,4166,4257
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),4,   Motor vehicles and parts,1297,1345,1397,1469,1491
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),5,   Furnishings and durable household equipment,859,868,888,925,964
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),6,   Recreational goods and vehicles,1094,1122,1124,1141,1164
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),7,   Other durable goods,589,614,623,631,639
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),8,  Nondurable goods,8066,8093,8151,8032,8140
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),9,   Food and beverages purchased for off-premises consumption,2728,2747,2748,2767,2815
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),10,   Clothing and footwear,1071,1087,1094,1099,1107
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),11,   Gasoline and other energy goods,1415,1362,1313,1020,936
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),12,   Other nondurable goods,2852,2897,2996,3145,3282
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),13, Services,24775,25351,26295,27429,28489
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),14,  Household consumption expenditures (for services),23372,23896,24806,25876,26828
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),15,  Housing and utilities,5805,5951,6156,6378,6592
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),16,  Health care,6627,6695,6918,7214,7472
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),17,  Transportation services,1146,1183,1237,1278,1325
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),18,  Recreation services,1670,1733,1766,1830,1904
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),19,  Food services and accommodations,2019,2083,2161,2270,2342
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),20,  Financial services and insurance,2606,2733,2896,3070,3175
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),21,  Other services,3499,3518,3672,3836,4019
42000,Pennsylvania,2,2,Per capita personal consumption expenditures (PCE) by state (dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),1403,1455,1489,1553,1661
