GeoFIPS,GeoName,Region,ComponentName,Line,Description,2014,2015,2016
33000,New Hampshire,1,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),2258,2357,2510
33000,New Hampshire,1,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,6874,7157,7512
33000,New Hampshire,1,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,4616,4800,5002
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,410281,423738,438030
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,126757,128761,130419
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,43397,44918,45734
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,13680,14200,14415
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,9776,10178,10407
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,11505,11718,11863
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,8436,8821,9050
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,83360,83843,84685
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,28015,28229,28265
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,13681,13850,13908
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,10212,7905,6905
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,31452,33858,35607
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,283524,294977,307612
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),262525,273037,284116
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,81702,84829,88069
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,57511,60165,62677
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,14984,15156,15571
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,16847,17087,17606
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,19108,19746,20587
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,30459,32317,33494
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,41914,43736,46111
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),20999,21940,23496
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,57816,60387,63430
34000,New Jersey,2,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,36817,38446,39934
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,70486,72222,74290
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,25362,25587,25825
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,7403,7741,7858
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,2828,2987,2997
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,1592,1639,1649
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,1781,1859,1921
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,1202,1256,1292
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,17959,17846,17967
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,5502,5607,5653
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,1765,1798,1849
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,3376,2809,2494
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,7317,7632,7972
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,45124,46635,48465
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),43266,44700,46394
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,11379,11514,11780
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,12518,13005,13824
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,1824,1849,1907
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,2786,2907,2975
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,4751,4980,5163
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,4744,5023,5147
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,5264,5423,5600
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),1858,1935,2071
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,6585,6931,7354
35000,New Mexico,6,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,4727,4996,5283
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,862381,890668,926168
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,253649,257232,262392
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,70905,72641,74636
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,19523,20137,20360
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,19732,20640,21150
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,17699,17723,18305
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,13950,14141,14821
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,182744,184591,187756
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,52208,52828,53474
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,36405,36911,37288
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,16905,13108,11471
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,77226,81743,85523
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,608732,633437,663776
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),579665,602927,630487
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,155034,159361,164381
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,143005,146842,154780
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,38175,39952,41435
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,34644,36360,38001
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,56908,60118,63654
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,63878,67595,69969
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,88021,92698,98268
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),29067,30510,33289
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,110623,113712,120386
36000,New York,2,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,81556,83202,87098
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,316051,328556,342753
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,120795,122979,126526
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,38901,41507,43279
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,14099,15405,15895
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,8617,9127,9597
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,10644,11201,11770
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,5540,5775,6016
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,81894,81472,83247
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,26720,27305,27973
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,10331,10668,11093
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,12783,9541,8753
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,32060,33957,35428
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,195255,205576,216227
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),194839,204947,215466
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,54024,56658,59899
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,52920,55217,57736
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,6069,6492,6870
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,11122,11654,12297
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,20758,22220,23458
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,23807,25426,26541
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,26139,27279,28664
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),416,630,761
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,23351,24384,25425
37000,North Carolina,5,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,22935,23755,24664
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,35631,36469,36552
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,13870,13495,12895
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,4881,5049,4914
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,1836,1884,1753
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,1067,1125,1094
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,1347,1376,1413
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,631,664,653
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,8988,8446,7981
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,2308,2358,2386
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,1085,1126,1127
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,3032,2281,1778
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,2564,2680,2690
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,21761,22974,23657
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),20764,21903,22528
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,4553,4905,5265
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,5455,5904,6120
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,1197,1216,1250
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,1332,1306,1210
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,2206,2239,2131
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,2422,2513,2603
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,3598,3821,3949
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),998,1071,1130
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,2789,2999,3115
38000,North Dakota,4,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,1791,1928,1986
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,411021,423388,434951
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,135607,136041,137172
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,42535,43996,45037
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,15975,16697,16983
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,9278,9631,9872
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,10668,10956,11241
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,6614,6712,6941
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,93072,92046,92134
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,31411,31623,31955
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,11206,11286,11460
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,15325,11990,10560
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,35130,37146,38160
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,275413,287347,297780
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),258131,268978,278188
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,64144,66019,67739
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,79178,83074,86343
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,12753,13353,13937
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,16847,17250,17734
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,24636,26206,27163
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,29678,31373,32419
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,30894,31703,32853
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),17283,18369,19591
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,53849,56697,59354
39000,Ohio,3,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,36566,38328,39763
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,124226,127043,129390
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,44929,44598,44592
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,15451,15884,15948
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,6699,6773,6699
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,3218,3362,3437
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,3404,3547,3568
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,2129,2202,2244
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,29478,28714,28644
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,8864,9029,9131
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,3990,4044,4104
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,6655,5151,4653
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,9969,10491,10756
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,79297,82445,84798
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),78112,81200,83254
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,18957,19449,20099
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,23569,24877,25523
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,2403,2455,2540
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,4492,4595,4746
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,8140,8614,8785
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,10823,11258,11361
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,9729,9952,10199
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),1185,1245,1545
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,11904,12402,12736
40000,Oklahoma,6,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,10719,11157,11191
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,147209,155435,162684
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,50346,51999,53444
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,16311,17439,18235
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,4582,5045,5293
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,4167,4499,4757
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,5352,5595,5788
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,2210,2300,2397
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,34034,34560,35209
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,13164,13610,13750
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,4402,4546,4703
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,4204,3263,2930
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,12263,13141,13826
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,96863,103436,109240
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),92669,98944,104254
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,28398,29517,30746
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,24341,26562,28234
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,4500,4737,4979
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,6317,6665,6959
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,9451,10374,10994
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,9875,10745,11256
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,9787,10343,11086
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),4194,4492,4986
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,16001,17304,18482
41000,Oregon,8,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,11807,12812,13495
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,492153,506895,522697
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,155826,156029,158483
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,51569,53289,54425
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,17872,18791,19062
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,11358,11833,12325
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,14374,14595,14875
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,7964,8070,8163
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,104257,102740,104058
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,35149,35392,35986
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,13997,14061,14150
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,16788,13054,11961
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,38323,40232,41961
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,336327,350866,364214
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),317279,330997,342979
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,78742,81581,84270
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,88479,92276,95519
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,15817,16354,16942
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,22593,23409,24337
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,27641,29037,29943
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,37041,39269,40588
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,46965,49071,51379
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),19048,19869,21235
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,59561,61941,63955
42000,Pennsylvania,2,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,40513,42072,42720
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,42006,43417,44850
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,11655,11769,12136
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,3502,3619,3780
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,1181,1191,1228
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,801,843,904
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,867,885,913
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,653,700,735
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,8153,8149,8356
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,2939,2958,3012
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,1018,1057,1077
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,1098,847,769
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,3097,3287,3498
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,30352,31648,32714
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),28680,29904,30872
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,7981,8273,8455
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,7612,7897,8003
44000,Rhode Island,1,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,1116,1168,1234
