GeoFIPS,GeoName,Region,Table,LineCode,IndustryClassification,Description,2014,2015,2016
30000,Montana,7,SA4,71,...,    Farm proprietors' income,427171,581762,137934
30000,Montana,7,SA4,72,...,    Nonfarm proprietors' income,4029707,4208287,4385675
30000,Montana,7,SA4,7010,...,Total employment,649204,660609,669432
30000,Montana,7,SA4,7020,...,  Wage and salary employment,470820,479606,484911
30000,Montana,7,SA4,7040,...,  Proprietors employment,178384,181003,184521
31000,Nebraska,4,SA4,10,...,Personal income (thousands of dollars),91082845,93868240,95411344
31000,Nebraska,4,SA4,11,...,  Nonfarm personal income 1/,85331200,88674466,90874466
31000,Nebraska,4,SA4,12,...,  Farm income 2/,5751645,5193774,4536878
31000,Nebraska,4,SA4,20,...,Population (persons) 3/,1881145,1893765,1907116
31000,Nebraska,4,SA4,30,...,Per capita personal income (dollars) 4/,48419,49567,50029
31000,Nebraska,4,SA4,35,...,  Earnings by place of work,69587475,71143412,72354869
31000,Nebraska,4,SA4,36,...,  Less: Contributions for government social insurance 5/,7093106,7380624,7590008
31000,Nebraska,4,SA4,37,...,    Employee and self-employed contributions for government social insurance,3774100,3924327,4057999
31000,Nebraska,4,SA4,38,...,    Employer contributions for government social insurance,3319006,3456297,3532009
31000,Nebraska,4,SA4,42,...,  Plus: Adjustment for residence 6/,-897882,-974433,-1014818
31000,Nebraska,4,SA4,45,...,  Equals: Net earnings by place of residence,61596487,62788355,63750043
31000,Nebraska,4,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",16635572,17598349,17728898
31000,Nebraska,4,SA4,47,...,  Plus: Personal current transfer receipts,12850786,13481536,13932403
31000,Nebraska,4,SA4,50,...,  Wages and salaries,43442201,45791673,47003072
31000,Nebraska,4,SA4,60,...,  Supplements to wages and salaries,10809341,10794821,11320072
31000,Nebraska,4,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,7490335,7338524,7788063
31000,Nebraska,4,SA4,62,...,    Employer contributions for government social insurance,3319006,3456297,3532009
31000,Nebraska,4,SA4,70,...,  Proprietors' income 9/,15335933,14556918,14031725
31000,Nebraska,4,SA4,71,...,    Farm proprietors' income,5203622,4569665,3918252
31000,Nebraska,4,SA4,72,...,    Nonfarm proprietors' income,10132311,9987253,10113473
31000,Nebraska,4,SA4,7010,...,Total employment,1284258,1304567,1315711
31000,Nebraska,4,SA4,7020,...,  Wage and salary employment,1014791,1031919,1038471
31000,Nebraska,4,SA4,7040,...,  Proprietors employment,269467,272648,277240
32000,Nevada,8,SA4,10,...,Personal income (thousands of dollars),115355475,124341475,128089633
32000,Nevada,8,SA4,11,...,  Nonfarm personal income 1/,115146674,124186904,128002920
32000,Nevada,8,SA4,12,...,  Farm income 2/,208801,154571,86713
32000,Nevada,8,SA4,20,...,Population (persons) 3/,2833013,2883758,2940058
32000,Nevada,8,SA4,30,...,Per capita personal income (dollars) 4/,40718,43118,43567
32000,Nevada,8,SA4,35,...,  Earnings by place of work,78331429,83408507,86461763
32000,Nevada,8,SA4,36,...,  Less: Contributions for government social insurance 5/,8830776,9463417,9875930
32000,Nevada,8,SA4,37,...,    Employee and self-employed contributions for government social insurance,4560494,4893909,5123617
32000,Nevada,8,SA4,38,...,    Employer contributions for government social insurance,4270282,4569508,4752313
32000,Nevada,8,SA4,42,...,  Plus: Adjustment for residence 6/,-38943,-18027,24971
32000,Nevada,8,SA4,45,...,  Equals: Net earnings by place of residence,69461710,73927063,76610804
32000,Nevada,8,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",26846336,29617534,29826588
32000,Nevada,8,SA4,47,...,  Plus: Personal current transfer receipts,19047429,20796878,21652241
32000,Nevada,8,SA4,50,...,  Wages and salaries,57791732,61022988,64404113
32000,Nevada,8,SA4,60,...,  Supplements to wages and salaries,14594108,15511746,15320501
32000,Nevada,8,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,10323826,10942238,10568188
32000,Nevada,8,SA4,62,...,    Employer contributions for government social insurance,4270282,4569508,4752313
32000,Nevada,8,SA4,70,...,  Proprietors' income 9/,5945589,6873773,6737149
32000,Nevada,8,SA4,71,...,    Farm proprietors' income,115367,73723,-8187
32000,Nevada,8,SA4,72,...,    Nonfarm proprietors' income,5830222,6800050,6745336
32000,Nevada,8,SA4,7010,...,Total employment,1611452,1666484,1714063
32000,Nevada,8,SA4,7020,...,  Wage and salary employment,1252239,1293780,1332225
32000,Nevada,8,SA4,7040,...,  Proprietors employment,359213,372704,381838
33000,New Hampshire,1,SA4,10,...,Personal income (thousands of dollars),69623534,72548919,74687026
33000,New Hampshire,1,SA4,11,...,  Nonfarm personal income 1/,69575617,72504769,74636430
33000,New Hampshire,1,SA4,12,...,  Farm income 2/,47917,44150,50596
33000,New Hampshire,1,SA4,20,...,Population (persons) 3/,1328743,1330111,1334795
33000,New Hampshire,1,SA4,30,...,Per capita personal income (dollars) 4/,52398,54544,55954
33000,New Hampshire,1,SA4,35,...,  Earnings by place of work,47217146,48739307,50157634
33000,New Hampshire,1,SA4,36,...,  Less: Contributions for government social insurance 5/,5141362,5305938,5497712
33000,New Hampshire,1,SA4,37,...,    Employee and self-employed contributions for government social insurance,2824534,2935214,3058143
33000,New Hampshire,1,SA4,38,...,    Employer contributions for government social insurance,2316828,2370724,2439569
33000,New Hampshire,1,SA4,42,...,  Plus: Adjustment for residence 6/,5117747,5651316,5750838
33000,New Hampshire,1,SA4,45,...,  Equals: Net earnings by place of residence,47193531,49084685,50410760
33000,New Hampshire,1,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",12405372,12727177,12954759
33000,New Hampshire,1,SA4,47,...,  Plus: Personal current transfer receipts,10024631,10737057,11321507
33000,New Hampshire,1,SA4,50,...,  Wages and salaries,33033729,34490386,35730974
33000,New Hampshire,1,SA4,60,...,  Supplements to wages and salaries,7623007,7946273,7874182
33000,New Hampshire,1,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,5306179,5575549,5434613
33000,New Hampshire,1,SA4,62,...,    Employer contributions for government social insurance,2316828,2370724,2439569
33000,New Hampshire,1,SA4,70,...,  Proprietors' income 9/,6560410,6302648,6552478
33000,New Hampshire,1,SA4,71,...,    Farm proprietors' income,-5890,-501,-1248
33000,New Hampshire,1,SA4,72,...,    Nonfarm proprietors' income,6566300,6303149,6553726
33000,New Hampshire,1,SA4,7010,...,Total employment,845159,861347,876100
33000,New Hampshire,1,SA4,7020,...,  Wage and salary employment,656097,666962,677409
33000,New Hampshire,1,SA4,7040,...,  Proprietors employment,189062,194385,198691
34000,New Jersey,2,SA4,10,...,Personal income (thousands of dollars),514382313,538220307,549835795
34000,New Jersey,2,SA4,11,...,  Nonfarm personal income 1/,514084080,537875788,549572575
34000,New Jersey,2,SA4,12,...,  Farm income 2/,298233,344519,263220
34000,New Jersey,2,SA4,20,...,Population (persons) 3/,8925001,8935421,8944469
34000,New Jersey,2,SA4,30,...,Per capita personal income (dollars) 4/,57634,60234,61472
34000,New Jersey,2,SA4,35,...,  Earnings by place of work,342841746,356293724,364380598
34000,New Jersey,2,SA4,36,...,  Less: Contributions for government social insurance 5/,38515975,40040725,40784192
34000,New Jersey,2,SA4,37,...,    Employee and self-employed contributions for government social insurance,20144976,21074567,21725906
34000,New Jersey,2,SA4,38,...,    Employer contributions for government social insurance,18370999,18966158,19058286
34000,New Jersey,2,SA4,42,...,  Plus: Adjustment for residence 6/,43131045,45886242,46229591
34000,New Jersey,2,SA4,45,...,  Equals: Net earnings by place of residence,347456816,362139241,369825997
34000,New Jersey,2,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",93222286,99647248,100929556
34000,New Jersey,2,SA4,47,...,  Plus: Personal current transfer receipts,73703211,76433818,79080242
34000,New Jersey,2,SA4,50,...,  Wages and salaries,240561950,251064917,256477965
34000,New Jersey,2,SA4,60,...,  Supplements to wages and salaries,58088196,57345584,57462731
34000,New Jersey,2,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,39717197,38379426,38404445
34000,New Jersey,2,SA4,62,...,    Employer contributions for government social insurance,18370999,18966158,19058286
34000,New Jersey,2,SA4,70,...,  Proprietors' income 9/,44191600,47883223,50439902
34000,New Jersey,2,SA4,71,...,    Farm proprietors' income,27623,120436,-468
34000,New Jersey,2,SA4,72,...,    Nonfarm proprietors' income,44163977,47762787,50440370
34000,New Jersey,2,SA4,7010,...,Total employment,5209825,5305660,5396080
34000,New Jersey,2,SA4,7020,...,  Wage and salary employment,4013405,4064830,4121989
34000,New Jersey,2,SA4,7040,...,  Proprietors employment,1196420,1240830,1274091
35000,New Mexico,6,SA4,10,...,Personal income (thousands of dollars),76593172,78996822,80064958
35000,New Mexico,6,SA4,11,...,  Nonfarm personal income 1/,75382697,78222207,79427329
35000,New Mexico,6,SA4,12,...,  Farm income 2/,1210475,774615,637629
35000,New Mexico,6,SA4,20,...,Population (persons) 3/,2083024,2080328,2081015
35000,New Mexico,6,SA4,30,...,Per capita personal income (dollars) 4/,36770,37973,38474
35000,New Mexico,6,SA4,35,...,  Earnings by place of work,50638154,51611287,52163059
35000,New Mexico,6,SA4,36,...,  Less: Contributions for government social insurance 5/,6122169,6469448,6502797
35000,New Mexico,6,SA4,37,...,    Employee and self-employed contributions for government social insurance,3229790,3335468,3394716
35000,New Mexico,6,SA4,38,...,    Employer contributions for government social insurance,2892379,3133980,3108081
35000,New Mexico,6,SA4,42,...,  Plus: Adjustment for residence 6/,44016,69359,53519
35000,New Mexico,6,SA4,45,...,  Equals: Net earnings by place of residence,44560001,45211198,45713781
35000,New Mexico,6,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",14336012,14699501,14984371
35000,New Mexico,6,SA4,47,...,  Plus: Personal current transfer receipts,17697159,19086123,19366806
35000,New Mexico,6,SA4,50,...,  Wages and salaries,36632427,37466005,37640494
35000,New Mexico,6,SA4,60,...,  Supplements to wages and salaries,9187558,9560643,10021128
35000,New Mexico,6,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,6295179,6426663,6913047
35000,New Mexico,6,SA4,62,...,    Employer contributions for government social insurance,2892379,3133980,3108081
35000,New Mexico,6,SA4,70,...,  Proprietors' income 9/,4818169,4584639,4501437
35000,New Mexico,6,SA4,71,...,    Farm proprietors' income,925799,527261,346672
35000,New Mexico,6,SA4,72,...,    Nonfarm proprietors' income,3892370,4057378,4154765
35000,New Mexico,6,SA4,7010,...,Total employment,1083933,1092505,1099260
35000,New Mexico,6,SA4,7020,...,  Wage and salary employment,852979,860662,862115
35000,New Mexico,6,SA4,7040,...,  Proprietors employment,230954,231843,237145
36000,New York,2,SA4,10,...,Personal income (thousands of dollars),1109516679,1155937626,1176080244
36000,New York,2,SA4,11,...,  Nonfarm personal income 1/,1107561225,1154828500,1175230407
36000,New York,2,SA4,12,...,  Farm income 2/,1955454,1109126,849837
36000,New York,2,SA4,20,...,Population (persons) 3/,19718515,19747183,19745289
36000,New York,2,SA4,30,...,Per capita personal income (dollars) 4/,56268,58537,59563
36000,New York,2,SA4,35,...,  Earnings by place of work,841779648,872181197,889637314
36000,New York,2,SA4,36,...,  Less: Contributions for government social insurance 5/,87953558,91844457,94416221
36000,New York,2,SA4,37,...,    Employee and self-employed contributions for government social insurance,44546430,46574018,48416166
36000,New York,2,SA4,38,...,    Employer contributions for government social insurance,43407128,45270439,46000055
36000,New York,2,SA4,42,...,  Plus: Adjustment for residence 6/,-62037029,-64574836,-66113310
36000,New York,2,SA4,45,...,  Equals: Net earnings by place of residence,691789061,715761904,729107783
36000,New York,2,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",226511022,238866811,241060789
36000,New York,2,SA4,47,...,  Plus: Personal current transfer receipts,191216596,201308911,205911672
36000,New York,2,SA4,50,...,  Wages and salaries,600987485,627391960,639447704
36000,New York,2,SA4,60,...,  Supplements to wages and salaries,148288677,153270190,154255469
36000,New York,2,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,104881549,107999751,108255414
36000,New York,2,SA4,62,...,    Employer contributions for government social insurance,43407128,45270439,46000055
36000,New York,2,SA4,70,...,  Proprietors' income 9/,92503486,91519047,95934141
36000,New York,2,SA4,71,...,    Farm proprietors' income,1226019,502957,146078
36000,New York,2,SA4,72,...,    Nonfarm proprietors' income,91277467,91016090,95788063
36000,New York,2,SA4,7010,...,Total employment,11874231,12106726,12291926
36000,New York,2,SA4,7020,...,  Wage and salary employment,9228244,9392859,9506287
36000,New York,2,SA4,7040,...,  Proprietors employment,2645987,2713867,2785639
37000,North Carolina,5,SA4,10,...,Personal income (thousands of dollars),392986046,415234837,428638808
37000,North Carolina,5,SA4,11,...,  Nonfarm personal income 1/,388941769,411796626,425445344
37000,North Carolina,5,SA4,12,...,  Farm income 2/,4044277,3438211,3193464
37000,North Carolina,5,SA4,20,...,Population (persons) 3/,9934399,10035186,10146788
37000,North Carolina,5,SA4,30,...,Per capita personal income (dollars) 4/,39558,41378,42244
37000,North Carolina,5,SA4,35,...,  Earnings by place of work,278839633,293357674,304481508
37000,North Carolina,5,SA4,36,...,  Less: Contributions for government social insurance 5/,32976415,34663468,35757893
37000,North Carolina,5,SA4,37,...,    Employee and self-employed contributions for government social insurance,17158170,18069268,19009252
37000,North Carolina,5,SA4,38,...,    Employer contributions for government social insurance,15818245,16594200,16748641
37000,North Carolina,5,SA4,42,...,  Plus: Adjustment for residence 6/,-1609014,-1876773,-1991263
37000,North Carolina,5,SA4,45,...,  Equals: Net earnings by place of residence,244254204,256817433,266732352
37000,North Carolina,5,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",70246098,75715637,76951124
37000,North Carolina,5,SA4,47,...,  Plus: Personal current transfer receipts,78485744,82701767,84955332
37000,North Carolina,5,SA4,50,...,  Wages and salaries,201610509,213183695,221503586
37000,North Carolina,5,SA4,60,...,  Supplements to wages and salaries,49166376,50695402,50908429
37000,North Carolina,5,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,33348131,34101202,34159788
37000,North Carolina,5,SA4,62,...,    Employer contributions for government social insurance,15818245,16594200,16748641
37000,North Carolina,5,SA4,70,...,  Proprietors' income 9/,28062748,29478577,32069493
37000,North Carolina,5,SA4,71,...,    Farm proprietors' income,3426559,2817145,2422066
37000,North Carolina,5,SA4,72,...,    Nonfarm proprietors' income,24636189,26661432,29647427
37000,North Carolina,5,SA4,7010,...,Total employment,5572578,5699511,5822627
37000,North Carolina,5,SA4,7020,...,  Wage and salary employment,4392886,4498637,4594888
37000,North Carolina,5,SA4,7040,...,  Proprietors employment,1179692,1200874,1227739
38000,North Dakota,4,SA4,10,...,Personal income (thousands of dollars),42991436,42002831,41404978
38000,North Dakota,4,SA4,11,...,  Nonfarm personal income 1/,41827138,41333333,40162321
38000,North Dakota,4,SA4,12,...,  Farm income 2/,1164298,669498,1242657
38000,North Dakota,4,SA4,20,...,Population (persons) 3/,739904,756835,757952
38000,North Dakota,4,SA4,30,...,Per capita personal income (dollars) 4/,58104,55498,54627
38000,North Dakota,4,SA4,35,...,  Earnings by place of work,34017296,32941723,32020916
38000,North Dakota,4,SA4,36,...,  Less: Contributions for government social insurance 5/,3868487,3861799,3800619
38000,North Dakota,4,SA4,37,...,    Employee and self-employed contributions for government social insurance,1888171,1892006,1846754
38000,North Dakota,4,SA4,38,...,    Employer contributions for government social insurance,1980316,1969793,1953865
38000,North Dakota,4,SA4,42,...,  Plus: Adjustment for residence 6/,-1217192,-1251391,-1214258
38000,North Dakota,4,SA4,45,...,  Equals: Net earnings by place of residence,28931617,27828533,27006039
38000,North Dakota,4,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",8982647,8831887,8878068
38000,North Dakota,4,SA4,47,...,  Plus: Personal current transfer receipts,5077172,5342411,5520871
38000,North Dakota,4,SA4,50,...,  Wages and salaries,24009571,23457372,21718921
38000,North Dakota,4,SA4,60,...,  Supplements to wages and salaries,5108904,5189309,5401990
38000,North Dakota,4,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,3128588,3219516,3448125
38000,North Dakota,4,SA4,62,...,    Employer contributions for government social insurance,1980316,1969793,1953865
38000,North Dakota,4,SA4,70,...,  Proprietors' income 9/,4898821,4295042,4900005
38000,North Dakota,4,SA4,71,...,    Farm proprietors' income,847699,476233,1032415
38000,North Dakota,4,SA4,72,...,    Nonfarm proprietors' income,4051122,3818809,3867590
38000,North Dakota,4,SA4,7010,...,Total employment,608694,599613,581079
38000,North Dakota,4,SA4,7020,...,  Wage and salary employment,481028,471619,451059
38000,North Dakota,4,SA4,7040,...,  Proprietors employment,127666,127994,130020
39000,Ohio,3,SA4,10,...,Personal income (thousands of dollars),489250952,508379906,517918190
39000,Ohio,3,SA4,11,...,  Nonfarm personal income 1/,487274030,507220844,517363585
39000,Ohio,3,SA4,12,...,  Farm income 2/,1976922,1159062,554605
39000,Ohio,3,SA4,20,...,Population (persons) 3/,11594408,11605090,11614373
39000,Ohio,3,SA4,30,...,Per capita personal income (dollars) 4/,42197,43807,44593
39000,Ohio,3,SA4,35,...,  Earnings by place of work,355222792,367632924,375173631
39000,Ohio,3,SA4,36,...,  Less: Contributions for government social insurance 5/,38160180,39572890,40658809
39000,Ohio,3,SA4,37,...,    Employee and self-employed contributions for government social insurance,20071804,20897875,21647777
39000,Ohio,3,SA4,38,...,    Employer contributions for government social insurance,18088376,18675015,19011032
39000,Ohio,3,SA4,42,...,  Plus: Adjustment for residence 6/,-2288374,-2425380,-2380296
39000,Ohio,3,SA4,45,...,  Equals: Net earnings by place of residence,314774238,325634654,332134526
39000,Ohio,3,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",76665644,80969552,81772092
39000,Ohio,3,SA4,47,...,  Plus: Personal current transfer receipts,97811070,101775700,104011572
39000,Ohio,3,SA4,50,...,  Wages and salaries,255151476,265214325,270998829
39000,Ohio,3,SA4,60,...,  Supplements to wages and salaries,63548676,65236438,65786733
39000,Ohio,3,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,45460300,46561423,46775701
39000,Ohio,3,SA4,62,...,    Employer contributions for government social insurance,18088376,18675015,19011032
39000,Ohio,3,SA4,70,...,  Proprietors' income 9/,36522640,37182161,38388069
39000,Ohio,3,SA4,71,...,    Farm proprietors' income,1501308,526656,-179577
39000,Ohio,3,SA4,72,...,    Nonfarm proprietors' income,35021332,36655505,38567646
39000,Ohio,3,SA4,7010,...,Total employment,6773385,6863016,6957538
39000,Ohio,3,SA4,7020,...,  Wage and salary employment,5445180,5524484,5589230
39000,Ohio,3,SA4,7040,...,  Proprietors employment,1328205,1338532,1368308
40000,Oklahoma,6,SA4,10,...,Personal income (thousands of dollars),175210238,171788102,167502814
40000,Oklahoma,6,SA4,11,...,  Nonfarm personal income 1/,172581675,169868823,166409368
40000,Oklahoma,6,SA4,12,...,  Farm income 2/,2628563,1919279,1093446
40000,Oklahoma,6,SA4,20,...,Population (persons) 3/,3877499,3907414,3923561
40000,Oklahoma,6,SA4,30,...,Per capita personal income (dollars) 4/,45186,43965,42692
40000,Oklahoma,6,SA4,35,...,  Earnings by place of work,126868482,121802001,116307495
40000,Oklahoma,6,SA4,36,...,  Less: Contributions for government social insurance 5/,12246861,12228653,12184699
40000,Oklahoma,6,SA4,37,...,    Employee and self-employed contributions for government social insurance,6394751,6422665,6383720
40000,Oklahoma,6,SA4,38,...,    Employer contributions for government social insurance,5852110,5805988,5800979
40000,Oklahoma,6,SA4,42,...,  Plus: Adjustment for residence 6/,771423,731268,751036
40000,Oklahoma,6,SA4,45,...,  Equals: Net earnings by place of residence,115393044,110304616,104873832
40000,Oklahoma,6,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",29534422,30145333,30304576
40000,Oklahoma,6,SA4,47,...,  Plus: Personal current transfer receipts,30282772,31338153,32324406
40000,Oklahoma,6,SA4,50,...,  Wages and salaries,75592680,76954206,75613712
40000,Oklahoma,6,SA4,60,...,  Supplements to wages and salaries,18527468,19221614,19035948
40000,Oklahoma,6,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,12675358,13415626,13234969
40000,Oklahoma,6,SA4,62,...,    Employer contributions for government social insurance,5852110,5805988,5800979
40000,Oklahoma,6,SA4,70,...,  Proprietors' income 9/,32748334,25626181,21657835
40000,Oklahoma,6,SA4,71,...,    Farm proprietors' income,2283273,1705755,851918
40000,Oklahoma,6,SA4,72,...,    Nonfarm proprietors' income,30465061,23920426,20805917
40000,Oklahoma,6,SA4,7010,...,Total employment,2273657,2287459,2278741
40000,Oklahoma,6,SA4,7020,...,  Wage and salary employment,1700704,1707004,1688523
40000,Oklahoma,6,SA4,7040,...,  Proprietors employment,572953,580455,590218
41000,Oregon,8,SA4,10,...,Personal income (thousands of dollars),165816558,178432319,185839645
41000,Oregon,8,SA4,11,...,  Nonfarm personal income 1/,164286496,176738829,184360604
41000,Oregon,8,SA4,12,...,  Farm income 2/,1530062,1693490,1479041
41000,Oregon,8,SA4,20,...,Population (persons) 3/,3968371,4024634,4093465
41000,Oregon,8,SA4,30,...,Per capita personal income (dollars) 4/,41785,44335,45399
41000,Oregon,8,SA4,35,...,  Earnings by place of work,117516104,126219709,133041076
41000,Oregon,8,SA4,36,...,  Less: Contributions for government social insurance 5/,15068557,15964785,16695134
41000,Oregon,8,SA4,37,...,    Employee and self-employed contributions for government social insurance,7472027,7994072,8472616
41000,Oregon,8,SA4,38,...,    Employer contributions for government social insurance,7596530,7970713,8222518
41000,Oregon,8,SA4,42,...,  Plus: Adjustment for residence 6/,-3460884,-3717645,-3924588
41000,Oregon,8,SA4,45,...,  Equals: Net earnings by place of residence,98986663,106537279,112421354
41000,Oregon,8,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",33237250,36120266,36782728
41000,Oregon,8,SA4,47,...,  Plus: Personal current transfer receipts,33592645,35774774,36635563
41000,Oregon,8,SA4,50,...,  Wages and salaries,85096007,91143548,96025538
41000,Oregon,8,SA4,60,...,  Supplements to wages and salaries,19754346,21122456,22170066
41000,Oregon,8,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,12157816,13151743,13947548
41000,Oregon,8,SA4,62,...,    Employer contributions for government social insurance,7596530,7970713,8222518
41000,Oregon,8,SA4,70,...,  Proprietors' income 9/,12665751,13953705,14845472
41000,Oregon,8,SA4,71,...,    Farm proprietors' income,569395,871661,514732
41000,Oregon,8,SA4,72,...,    Nonfarm proprietors' income,12096356,13082044,14330740
41000,Oregon,8,SA4,7010,...,Total employment,2323324,2390081,2454599
41000,Oregon,8,SA4,7020,...,  Wage and salary employment,1800940,1852923,1904349
41000,Oregon,8,SA4,7040,...,  Proprietors employment,522384,537158,550250
42000,Pennsylvania,2,SA4,10,...,Personal income (thousands of dollars),613658783,637183688,648694472
42000,Pennsylvania,2,SA4,11,...,  Nonfarm personal income 1/,611358062,635707149,648244925
42000,Pennsylvania,2,SA4,12,...,  Farm income 2/,2300721,1476539,449547
42000,Pennsylvania,2,SA4,20,...,Population (persons) 3/,12790565,12791904,12784227
42000,Pennsylvania,2,SA4,30,...,Per capita personal income (dollars) 4/,47977,49811,50742
42000,Pennsylvania,2,SA4,35,...,  Earnings by place of work,429722696,445443006,450479692
42000,Pennsylvania,2,SA4,36,...,  Less: Contributions for government social insurance 5/,48301835,50213296,51303098
42000,Pennsylvania,2,SA4,37,...,    Employee and self-employed contributions for government social insurance,25033946,26021833,26731316
42000,Pennsylvania,2,SA4,38,...,    Employer contributions for government social insurance,23267889,24191463,24571782
42000,Pennsylvania,2,SA4,42,...,  Plus: Adjustment for residence 6/,9670542,9481517,9647312
42000,Pennsylvania,2,SA4,45,...,  Equals: Net earnings by place of residence,391091403,404711227,408823906
42000,Pennsylvania,2,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",105310126,109987454,111265719
42000,Pennsylvania,2,SA4,47,...,  Plus: Personal current transfer receipts,117257254,122485007,128604847
42000,Pennsylvania,2,SA4,50,...,  Wages and salaries,296334620,308378815,312472037
42000,Pennsylvania,2,SA4,60,...,  Supplements to wages and salaries,75965068,79177614,79169327
42000,Pennsylvania,2,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,52697179,54986151,54597545
42000,Pennsylvania,2,SA4,62,...,    Employer contributions for government social insurance,23267889,24191463,24571782
42000,Pennsylvania,2,SA4,70,...,  Proprietors' income 9/,57423008,57886577,58838328
42000,Pennsylvania,2,SA4,71,...,    Farm proprietors' income,1665284,915348,-210508
42000,Pennsylvania,2,SA4,72,...,    Nonfarm proprietors' income,55757724,56971229,59048836
42000,Pennsylvania,2,SA4,7010,...,Total employment,7442130,7517960,7598537
42000,Pennsylvania,2,SA4,7020,...,  Wage and salary employment,5992341,6042526,6088293
42000,Pennsylvania,2,SA4,7040,...,  Proprietors employment,1449789,1475434,1510244
44000,Rhode Island,1,SA4,10,...,Personal income (thousands of dollars),50451415,52525608,53272444
44000,Rhode Island,1,SA4,11,...,  Nonfarm personal income 1/,50434917,52509310,53257276
44000,Rhode Island,1,SA4,12,...,  Farm income 2/,16498,16298,15168
44000,Rhode Island,1,SA4,20,...,Population (persons) 3/,1054480,1055607,1056426
44000,Rhode Island,1,SA4,30,...,Per capita personal income (dollars) 4/,47845,49759,50427
44000,Rhode Island,1,SA4,35,...,  Earnings by place of work,34189595,35417518,36129519
44000,Rhode Island,1,SA4,36,...,  Less: Contributions for government social insurance 5/,4299790,4488151,4592140
44000,Rhode Island,1,SA4,37,...,    Employee and self-employed contributions for government social insurance,2275827,2370781,2435812
44000,Rhode Island,1,SA4,38,...,    Employer contributions for government social insurance,2023963,2117370,2156328
44000,Rhode Island,1,SA4,42,...,  Plus: Adjustment for residence 6/,1170042,1443201,1455419
44000,Rhode Island,1,SA4,45,...,  Equals: Net earnings by place of residence,31059847,32372568,32992798
44000,Rhode Island,1,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",9065937,9505397,9630943
44000,Rhode Island,1,SA4,47,...,  Plus: Personal current transfer receipts,10325631,10647643,10648703
44000,Rhode Island,1,SA4,50,...,  Wages and salaries,24573770,25614872,26196773
44000,Rhode Island,1,SA4,60,...,  Supplements to wages and salaries,6056723,6234829,6366634
44000,Rhode Island,1,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,4032760,4117459,4210306
44000,Rhode Island,1,SA4,62,...,    Employer contributions for government social insurance,2023963,2117370,2156328
44000,Rhode Island,1,SA4,70,...,  Proprietors' income 9/,3559102,3567817,3566112
44000,Rhode Island,1,SA4,71,...,    Farm proprietors' income,-3023,-32,-3741
44000,Rhode Island,1,SA4,72,...,    Nonfarm proprietors' income,3562125,3567849,3569853
44000,Rhode Island,1,SA4,7010,...,Total employment,613688,627330,633662
44000,Rhode Island,1,SA4,7020,...,  Wage and salary employment,492025,499662,502729
44000,Rhode Island,1,SA4,7040,...,  Proprietors employment,121663,127668,130933
45000,South Carolina,5,SA4,10,...,Personal income (thousands of dollars),178719703,189836135,196049325
45000,South Carolina,5,SA4,11,...,  Nonfarm personal income 1/,178507429,189697850,195953946
45000,South Carolina,5,SA4,12,...,  Farm income 2/,212274,138285,95379
45000,South Carolina,5,SA4,20,...,Population (persons) 3/,4828430,4894834,4961119
45000,South Carolina,5,SA4,30,...,Per capita personal income (dollars) 4/,37014,38783,39517
45000,South Carolina,5,SA4,35,...,  Earnings by place of work,118488884,125229376,129718405
45000,South Carolina,5,SA4,36,...,  Less: Contributions for government social insurance 5/,14280317,15066847,15615622
45000,South Carolina,5,SA4,37,...,    Employee and self-employed contributions for government social insurance,7569658,8021730,8416122
45000,South Carolina,5,SA4,38,...,    Employer contributions for government social insurance,6710659,7045117,7199500
45000,South Carolina,5,SA4,42,...,  Plus: Adjustment for residence 6/,3339526,3701485,3905375
45000,South Carolina,5,SA4,45,...,  Equals: Net earnings by place of residence,107548093,113864014,118008158
